Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
1003000142,030152,Hospital General Universitario de Elche,Comunidad Valenciana,Alicante,Elche/Elx,Calle Cami Almazara 11,03203,966616211;966616900,408,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000144,030092,Hospital Clínica Benidorm,Comunidad Valenciana,Alicante,Benidorm,Avenida Alfonso Puchades 8,03501,965853850;966831004,163,Hospitales Generales,Privados,,Sin concierto,NO
1003000161,030211,Hospital Vega Baja de Orihuela,Comunidad Valenciana,Alicante,Orihuela,Carretera Orihuela-Almoradi S/N,03314,966749000;966749054,336,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000167,030298,Hospital Quironsalud Torrevieja,Comunidad Valenciana,Alicante,Torrevieja,Partida De La Loma S/N,03184,966921313,132,Hospitales Generales,Privados,,Concierto parcial,NO
1003000176,030328,Hospital IMED Levante,Comunidad Valenciana,Alicante,Benidorm,Calle Dr. Santiago Ramon y Cajal 7,03503,966878783;966878787,152,Hospitales Generales,Privados,,Sin concierto,NO
1003000177,030232,Hospital Psiquiátrico Penitenciario de Fontcalent,Comunidad Valenciana,Alicante,Alicante/Alacant,Complejo Centro Penitenc. Fontcalen 1,03113,965101230;965102222,432,Hospitales de salud mental y tratamiento de toxicomanías,Otros Centros o Establecimientos Públicos de Dependencia Estatal,,Sin concierto,SI
1003000179,030128,Hospital San Carlos de Denia Grupo HA,Comunidad Valenciana,Alicante,Dénia,Partida Madrigueres Sud 8,03700,902300124;965781550,31,Hospitales Generales,Privados,,Concierto parcial,NO
1003000200,030165,Hospital General Universitario de Elda-Virgen de La Salud,Comunidad Valenciana,Alicante,Elda,Carretera Sax S/N,03600,966989000;966989010,513,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000220,030015,Hospital General Universitario Dr. Balmis,Comunidad Valenciana,Alicante,Alicante/Alacant,Avenida Pintor Baeza 12,03010,965913496;965933000,807,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000229,030089,Hospital IMED San Jorge,Comunidad Valenciana,Alicante,Alcoy/Alcoi,Calle Oliver 55,03802,965330400,26,Hospitales Generales,Privados,,Sin concierto,NO
1003000233,030339,Hospital Universitario de Torrevieja,Comunidad Valenciana,Alicante,Torrevieja,Carretera Carretera C.V. 95 S. Miguel Salinas-Torrevieja Pda. La Ceñuela S/N,03186,965721200;966799433,269,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000237,030226,Hospital Medimar Internacional,Comunidad Valenciana,Alicante,Alicante/Alacant,Avenida Denia 78,03016,699507150;965230331,66,Hospitales Generales,Privados,,Sin concierto,NO
1003000247,030250,Hospital Universitario San Juan de Alicante,Comunidad Valenciana,Alicante,Sant Joan d'Alacant,"Carretera C.Nal. 332, Alicante-Valencia S/N",03550,965169400,396,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000248,030340,Hospital de Denia,Comunidad Valenciana,Alicante,Dénia,Partida Beniadla S/N,03700,966429101,266,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000254,030362,Centro de Rehabilitación Neurológica Casaverde,Comunidad Valenciana,Alicante,Mutxamel,Calle Ponent 15,03110,965950711,40,Hospitales especializados,Privados,,Sin concierto,NO
1003000255,030373,Hospital Universitario Vinalopó,Comunidad Valenciana,Alicante,Elche/Elx,Calle Tonico Sansano Mora 14,03293,966679800,214,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000333,030384,Hospital IMED Elche,Comunidad Valenciana,Alicante,Elche/Elx,Calle Max Planck S/N,03203,965503030;966915151,98,Hospitales Generales,Privados,,Sin concierto,NO
1003006642,030406,Hospital Internacional Hcb Denia,Comunidad Valenciana,Alicante,Dénia,Avenida Gandía 45,03700,965853850,62,Hospitales Generales,Privados,,Sin concierto,NO
1012000178,120136,Hospital Universitario de La Plana,Comunidad Valenciana,Castellón,Vila-real,"Carretera Vila-Real A Borriana KM 0,5",12540,964399775;964399845,264,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1012000180,120017,Hospital General Universitario de Castellón,Comunidad Valenciana,Castellón,Castelló de la Plana,Avenida Benicasim S/N,12004,964725000;964726510,521,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1012000182,120038,Hospital La Magdalena,Comunidad Valenciana,Castellón,Castelló de la Plana,Camino Collet 32,12004,964356800,128,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1012000183,120043,Consorcio Hospitalario Provincial de Castellón,Comunidad Valenciana,Castellón,Castelló de la Plana,Avenida Doctor Clara 19,12002,964354303;964359700,257,Hospitales Generales,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,,Sin concierto,SI
1012000255,120159,Hospital Rey D. Jaime,Comunidad Valenciana,Castellón,Castelló de la Plana,Calle Maria Rosa Molas 25,12004,639711835;964726000,96,Hospitales Generales,Privados,,Sin concierto,SI
1012000256,120148,Instituto de Traumatología de Unión de Mutuas (Matepss Nº 267),Comunidad Valenciana,Castellón,Castelló de la Plana,Avenida Virgen de Lidón 67,12004,964231212,28,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
1012000288,120115,Hospital Comarcal de Vinaros,Comunidad Valenciana,Castellón,Vinaròs,Avenida Gil de Atrocillo S/N,12500,964400032;964477000,174,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000057,460060,Consorcio Hospital General Universitario de Valencia,Comunidad Valenciana,Valencia,València,Avenida Tres Creus 2,46014,963131800,546,Hospitales Generales,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,,Sin concierto,SI
1046000096,460291,Hospital 9 de Octubre,Comunidad Valenciana,Valencia,València,Calle Valle de La Ballestera 59,46015,963179100;963179200,300,Hospitales Generales,Privados,,Sin concierto,NO
1046000268,460207,Hospital Francesc de Borja de Gandía,Comunidad Valenciana,Valencia,Gandia,Avenida Medicina (De La) 6,46702,962849500,285,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000270,460381,Hospital de Crónicos de Mislata (Antiguo Hospital Militar de Valencia),Comunidad Valenciana,Valencia,Mislata,Calle Dolores Ibárruri 1,46920,963874693,38,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000278,460180,Ita Godella,Comunidad Valenciana,Valencia,Godella,Avenida Joan Peset 31,46110,639634017;963638036,76,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1046000290,460288,Hospital General de Requena,Comunidad Valenciana,Valencia,Requena,Calle Casablanca S/N,46340,962339180;962339181,113,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000319,460109,Fundacion Instituto Valenciano de Oncología,Comunidad Valenciana,Valencia,València,Calle Profesor Beltrán Baguena 8,46009,961114000;961114099,117,Hospitales especializados,Organizaciones No Gubernamentales,,Concierto sustitutorio,SI
1046000325,460023,Hospital Universitario Dr. Peset Aleixandre,Comunidad Valenciana,Valencia,València,Avenida Gaspar Aguilar 90,46017,963188906,539,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000342,460044,Hospital Clínico Universitario de Valencia,Comunidad Valenciana,Valencia,València,Avenida Blasco Ibáñez 17,46010,961973500,582,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000344,460116,Hospital Vithas Valencia Consuelo,Comunidad Valenciana,Valencia,València,Calle Callosa D'En Sarria 12,46007,963177800,156,Hospitales Generales,Privados,,Sin concierto,NO
1046000353,460229,Hospital Lluis Alcanyis de Xativa,Comunidad Valenciana,Valencia,Xàtiva,Carretera Xativa-Silla KM. 2,46800,962289300;962289340,273,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000361,460057,Hospital de La Malva-Rosa,Comunidad Valenciana,Valencia,València,Calle Isabel de Villena 2,46011,961925400;961925431,33,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1046000362,460018,Hospital Universitario y Politécnico La Fe,Comunidad Valenciana,Valencia,València,Avenida Fernando Abril Martorell 106,46026,961244000;961244226,1000,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000383,460266,Hospital de Sagunto,Comunidad Valenciana,Valencia,Sagunto/Sagunt,Calle Ramon y Cajal 46,46520,962339300;962339308,252,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000388,460333,Hospital Nisa Aguas Vivas,Comunidad Valenciana,Valencia,Carcaixent,"Urbanización Vall D'Aigues Vives, de La S/N",46740,962588800;962588933,96,Hospitales Generales,Privados,,Sin concierto,NO
1046000390,460327,Hospital IMED Gandía,Comunidad Valenciana,Valencia,Gandia,Calle Daimus 26,46701,962874740,23,Hospitales Generales,Privados,,Sin concierto,NO
1046000414,460240,Hospital Intermutual de Levante,Comunidad Valenciana,Valencia,San Antonio de Benagéber,"Carretera Ctra. Valencia-Ademuz KM 11,700",46184,961350250;961350490,230,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Concierto parcial,NO
1046000421,460137,Hospital Quironsalud Valencia,Comunidad Valenciana,Valencia,València,Avenida Blasco Ibáñez 14,46010,963690600,88,Hospitales Generales,Privados,,Concierto parcial,NO
1046000423,460351,Hospital Universitario de La Ribera,Comunidad Valenciana,Valencia,Alzira,Carretera Corbera 1,46600,962458100;962458234,364,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000556,460272,Hospital Doctor Moliner,Comunidad Valenciana,Valencia,Serra,Calle Porta Coeli S/N,46118,961687900;961687912,365,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1046000568,460082,Hospital Católico Casa de Salud,Comunidad Valenciana,Valencia,València,Calle Doctor Manuel Candela 41,46021,963897700;963897716,192,Hospitales Generales,Privados,,Concierto parcial,NO
1046000576,460369,Hospital Pare Jofre,Comunidad Valenciana,Valencia,València,Calle San Lázaro S/N,46017,961925200,125,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1046000577,460235,Hospital General de Ontinyent,Comunidad Valenciana,Valencia,Ontinyent,Avenida De Francisco Cerda 3,46870,962989200,56,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1046000629,460168,Hospital de Salud Mental Provincial,Comunidad Valenciana,Valencia,Bétera,Carretera Burjassot - Torres Torres KM 9,46117,961699080;963882649,30,Hospitales de salud mental y tratamiento de toxicomanías,Diputación o Cabildo,,Red de utilización pública (RUP),NO
1046000651,460039,Hospital Arnau de Vilanova,Comunidad Valenciana,Valencia,València,Calle Sant Clement 12,46015,961976000;961976010,282,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000667,460370,Hospital de Manises,Comunidad Valenciana,Valencia,Manises,Avenida Generalitat Valenciana 50,46940,961845000;961845065,354,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046006312,460392,Hospital de Lliria,Comunidad Valenciana,Valencia,Llíria,Paraje Cabeço de L'Aguila Cv-35 S/N,46160,962718800,92,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046008287,460404,IMED Valencia,Comunidad Valenciana,Valencia,Burjassot,Calle Ferrocarril 57,46100,963003003;966878783,207,Hospitales Generales,Privados,,Sin concierto,SI
1046009364,460437,Clínica Imske,Comunidad Valenciana,Valencia,València,Calle Suiza S/N,46024,646521270;963690000,18,Hospitales especializados,Privados,,Concierto parcial,NO
1046009450,460426,Centro Habilitado Ernest Lluch,Comunidad Valenciana,Valencia,València,Avenida Campanar 66,46015,961244226,165,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1046011007,460459,IMED Colón,Comunidad Valenciana,Valencia,València,Calle Isabel La Católica 12,46004,966878783,32,Hospitales Generales,Privados,,Sin concierto,NO
1046011151,460460,Hospital Infanto-Juvenil J. Peirón,Comunidad Valenciana,Valencia,"Pobla de Vallbona, la",Calle De Les Mareselves 1,46185,633312734,30,Otros Centros con Internamiento,Privados,,Sin concierto,NO
1106000332,060021,Hospital Universitario de Badajoz,Extremadura,Badajoz,Badajoz,Avenida Elvas 0,06006,924218100,438,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000566,060037,Hospital Materno-Infantil,Extremadura,Badajoz,Badajoz,Calle Violeta 1,06010,924215000,205,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000744,060297,Hospital Parque Vegas Altas,Extremadura,Badajoz,Don Benito,Avenida Madrid 12,06400,924808482,21,Hospitales Generales,Privados,,Sin concierto,NO
1106000791,060080,Hospital Ribera Almendralejo,Extremadura,Badajoz,Almendralejo,Calle Monsalud 1,06200,924670017,45,Hospitales de media y larga estancia,Privados,,Sin concierto,NO
1106000792,060093,Hospital Don Benito-Villanueva de La Serena,Extremadura,Badajoz,Don Benito,Carretera Don Benito Villanueva 0,06400,924386800,252,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000794,060114,Hospital General de Llerena,Extremadura,Badajoz,Llerena,Avenida Badajoz 1,06900,924877000,138,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000795,060129,Hospital de Mérida,Extremadura,Badajoz,Mérida,Avenida Don Antonio Campos Hoyos 26,06800,924381000,331,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000796,060135,Centro Sociosanitario de Mérida,Extremadura,Badajoz,Mérida,Carretera Valverde 0,06800,924388081,280,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1106000797,060140,Hospital Santa Justa,Extremadura,Badajoz,Villanueva de la Serena,Calle Concepción 24,06700,924845462,28,Hospitales Generales,Municipio,,Sin concierto,NO
1106000798,060172,Hospital Quironsalud Clideba,Extremadura,Badajoz,Badajoz,Calle Eladio Salinero de Los Santos 6,06011,924229050,76,Hospitales Generales,Privados,,Concierto parcial,NO
1106000801,060208,Hospital de Zafra,Extremadura,Badajoz,Zafra,Carretera Badajoz Granada 0,06300,924029200,91,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000803,060220,Hospital Perpetuo Socorro,Extremadura,Badajoz,Badajoz,Avenida Damián Téllez Lafuente 0,06010,924215060,264,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000804,060231,Hospital Siberia-Serena,Extremadura,Badajoz,Talarrubias,Carretera Talarrubias-Agudo Km 2 0,06640,924648100,43,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000805,060242,Hospital Tierra de Barros,Extremadura,Badajoz,Almendralejo,Carretera Nacional 630 0,06200,924699200,44,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106001097,060286,Hospital Ribera Badajoz,Extremadura,Badajoz,Badajoz,Calle Federico Mayor Zaragoza 0,06006,609009709,20,Hospitales Generales,Privados,,Sin concierto,NO
1106001192,060275,Casaverde Centro de Rehabilitación Neurológico de Extremadura S.L.,Extremadura,Badajoz,Mérida,Avenida Adolfo Suarez 56,06800,924380330,100,Hospitales especializados,Privados,,Concierto parcial,NO
1110000306,100015,Hospital San Pedro de Alcántara,Extremadura,Cáceres,Cáceres,Avenida Pablo Naranjo Porras 0,10005,927256211,308,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1110000563,100041,Hospital Ciudad de Coria,Extremadura,Cáceres,Coria,Calle Cervantes 75,10800,927149200,108,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1110000572,100054,Hospital Campo Arañuelo,Extremadura,Cáceres,Navalmoral de la Mata,Calle Tomas Yuste Mirón 0,10300,927548900,106,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
